reward_detail_dicts,reward_detail_dict
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.0], 'duration': [False, 1, 0], 'partial_duration': [False, 1, 0], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 1], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 0.8473863106685616], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 0], 'wait_time': [True, -0.25, 0.0], 'duration': [False, 1, 0.016666666666666666], 'partial_duration': [False, 1, 0.016666666666666666], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 1], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 0.6668649974173166], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 0], 'wait_time': [True, -0.25, 0.0], 'duration': [False, 1, 0.03333333333333333], 'partial_duration': [False, 1, 0.03333333333333333], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 1], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 0.8804834312217102], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 1.0], 'queue_length': [True, -0.25, 0], 'wait_time': [True, -0.25, 0.0], 'duration': [False, 1, 0.05], 'partial_duration': [False, 1, 0.05], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 2], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 0.9788322341985768], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 0], 'wait_time': [True, -0.25, 0.0], 'duration': [False, 1, 0.06666666666666667], 'partial_duration': [False, 1, 0.06666666666666667], 'num_of_vehicles_left': [True, 1, 1], 'duration_of_vehicles_left': [True, 1, 0.016666666666666666], 'num_of_vehicles_in_system': [False, 0, 2], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 0.9878776964312884], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.5], 'queue_length': [True, -0.25, 0], 'wait_time': [True, -0.25, 0.0], 'duration': [False, 1, 0.08333333333333333], 'partial_duration': [False, 1, 0.08333333333333333], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 3], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 0.9979689860826125], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.016666666666666666], 'duration': [False, 1, 0.1], 'partial_duration': [False, 1, 0.1], 'num_of_vehicles_left': [True, 1, 1], 'duration_of_vehicles_left': [True, 1, 0.016666666666666666], 'num_of_vehicles_in_system': [False, 0, 3], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 0.9991756791708557], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.03333333333333333], 'duration': [False, 1, 0.11666666666666667], 'partial_duration': [False, 1, 0.11666666666666667], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 3], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 0.9994959562373518], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.05], 'duration': [False, 1, 0.13333333333333333], 'partial_duration': [False, 1, 0.13333333333333333], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 3], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 0.9998246576811648], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.06666666666666667], 'duration': [False, 1, 0.15], 'partial_duration': [False, 1, 0.15], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 3], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 0.9999767155370852], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.3333333333333333], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.08333333333333333], 'duration': [False, 1, 0.16666666666666666], 'partial_duration': [False, 1, 0.16666666666666666], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 4], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 1], 'emergency': [False, 0.1667, 0.25], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.1], 'duration': [False, 1, 0.18333333333333332], 'partial_duration': [False, 1, 0.18333333333333332], 'num_of_vehicles_left': [True, 1, 1], 'duration_of_vehicles_left': [True, 1, 0.016666666666666666], 'num_of_vehicles_in_system': [False, 0, 5], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.2], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.11666666666666667], 'duration': [False, 1, 0.2], 'partial_duration': [False, 1, 0.2], 'num_of_vehicles_left': [True, 1, 1], 'duration_of_vehicles_left': [True, 1, 0.016666666666666666], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.13333333333333333], 'duration': [False, 1, 0.21666666666666667], 'partial_duration': [False, 1, 0.21666666666666667], 'num_of_vehicles_left': [True, 1, 1], 'duration_of_vehicles_left': [True, 1, 0.016666666666666666], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.15], 'duration': [False, 1, 0.23333333333333334], 'partial_duration': [False, 1, 0.23333333333333334], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.16666666666666666], 'duration': [False, 1, 0.25], 'partial_duration': [False, 1, 0.25], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.375437775622085], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.16666666666666666], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.18333333333333332], 'duration': [False, 1, 0.35], 'partial_duration': [False, 1, 0.35], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 7], 'num_of_vehicles_at_entering': [False, 0, 2]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.2], 'duration': [False, 1, 0.2833333333333333], 'partial_duration': [False, 1, 0.2833333333333333], 'num_of_vehicles_left': [True, 1, 1], 'duration_of_vehicles_left': [True, 1, 0.016666666666666666], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 1], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.21666666666666667], 'duration': [False, 1, 0.3], 'partial_duration': [False, 1, 0.3], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.23333333333333334], 'duration': [False, 1, 0.31666666666666665], 'partial_duration': [False, 1, 0.31666666666666665], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.25], 'duration': [False, 1, 0.3333333333333333], 'partial_duration': [False, 1, 0.3333333333333333], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.26666666666666666], 'duration': [False, 1, 0.35], 'partial_duration': [False, 1, 0.35], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.2833333333333333], 'duration': [False, 1, 0.36666666666666664], 'partial_duration': [False, 1, 0.36666666666666664], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.3], 'duration': [False, 1, 0.38333333333333336], 'partial_duration': [False, 1, 0.38333333333333336], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.31666666666666665], 'duration': [False, 1, 0.4], 'partial_duration': [False, 1, 0.4], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.3333333333333333], 'duration': [False, 1, 0.4166666666666667], 'partial_duration': [False, 1, 0.4166666666666667], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.35], 'duration': [False, 1, 0.43333333333333335], 'partial_duration': [False, 1, 0.43333333333333335], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.36666666666666664], 'duration': [False, 1, 0.45], 'partial_duration': [False, 1, 0.45], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.38333333333333336], 'duration': [False, 1, 0.4666666666666667], 'partial_duration': [False, 1, 0.4666666666666667], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 1], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.4], 'duration': [False, 1, 0.48333333333333334], 'partial_duration': [False, 1, 0.48333333333333334], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.4166666666666667], 'duration': [False, 1, 0.5], 'partial_duration': [False, 1, 0.5], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.43333333333333335], 'duration': [False, 1, 0.5166666666666667], 'partial_duration': [False, 1, 0.5166666666666667], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 5], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.45], 'duration': [False, 1, 0.5333333333333333], 'partial_duration': [False, 1, 0.5333333333333333], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 5], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.4666666666666667], 'duration': [False, 1, 0.55], 'partial_duration': [False, 1, 0.55], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 5], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.48333333333333334], 'duration': [False, 1, 0.5666666666666667], 'partial_duration': [False, 1, 0.5666666666666667], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 5], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 2.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.2], 'queue_length': [True, -0.25, 2], 'wait_time': [True, -0.25, 0.5], 'duration': [False, 1, 0.5833333333333334], 'partial_duration': [False, 1, 0.5833333333333334], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 2]}"
,"{'delay': [True, -0.25, 1.8591643286807913], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.16666666666666666], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.5166666666666667], 'duration': [False, 1, 0.6166666666666667], 'partial_duration': [False, 1, 0.6166666666666667], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 7], 'num_of_vehicles_at_entering': [False, 0, 2]}"
,"{'delay': [True, -0.25, 1.6840223405510857], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.5333333333333333], 'duration': [False, 1, 0.65], 'partial_duration': [False, 1, 0.65], 'num_of_vehicles_left': [True, 1, 1], 'duration_of_vehicles_left': [True, 1, 0.016666666666666666], 'num_of_vehicles_in_system': [False, 0, 7], 'num_of_vehicles_at_entering': [False, 0, 2]}"
,"{'delay': [True, -0.25, 1.5818042626273883], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.55], 'duration': [False, 1, 0.6833333333333333], 'partial_duration': [False, 1, 0.6833333333333333], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 7], 'num_of_vehicles_at_entering': [False, 0, 2]}"
,"{'delay': [True, -0.25, 1.4799505640927615], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.5666666666666667], 'duration': [False, 1, 0.7166666666666667], 'partial_duration': [False, 1, 0.7166666666666667], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 7], 'num_of_vehicles_at_entering': [False, 0, 2]}"
,"{'delay': [True, -0.25, 1.3720301959088343], 'flickering': [True, -5, 1], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.5833333333333334], 'duration': [False, 1, 0.75], 'partial_duration': [False, 1, 0.75], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 7], 'num_of_vehicles_at_entering': [False, 0, 2]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.6], 'duration': [False, 1, 0.6833333333333333], 'partial_duration': [False, 1, 0.6833333333333333], 'num_of_vehicles_left': [True, 1, 1], 'duration_of_vehicles_left': [True, 1, 0.1], 'num_of_vehicles_in_system': [False, 0, 7], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.6166666666666667], 'duration': [False, 1, 0.7], 'partial_duration': [False, 1, 0.7], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 7], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.14285714285714285], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.6333333333333333], 'duration': [False, 1, 0.7166666666666667], 'partial_duration': [False, 1, 0.7166666666666667], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 8], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.65], 'duration': [False, 1, 0.7333333333333333], 'partial_duration': [False, 1, 0.7333333333333333], 'num_of_vehicles_left': [True, 1, 1], 'duration_of_vehicles_left': [True, 1, 0.016666666666666666], 'num_of_vehicles_in_system': [False, 0, 7], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.0], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.6666666666666666], 'duration': [False, 1, 0.75], 'partial_duration': [False, 1, 0.75], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 7], 'num_of_vehicles_at_entering': [False, 0, 1]}"
,"{'delay': [True, -0.25, 1.2418036676756108], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.6833333333333333], 'duration': [False, 1, 0.9333333333333333], 'partial_duration': [False, 1, 0.9333333333333333], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 2]}"
,"{'delay': [True, -0.25, 1.565777749749045], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.7], 'duration': [False, 1, 0.9666666666666667], 'partial_duration': [False, 1, 0.9666666666666667], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 2]}"
,"{'delay': [True, -0.25, 1.836502363565288], 'flickering': [True, -5, 0], 'emergency': [False, 0.1667, 0.0], 'queue_length': [True, -0.25, 1], 'wait_time': [True, -0.25, 0.7166666666666667], 'duration': [False, 1, 1.0], 'partial_duration': [False, 1, 1.0], 'num_of_vehicles_left': [True, 1, 0], 'duration_of_vehicles_left': [True, 1, 0], 'num_of_vehicles_in_system': [False, 0, 6], 'num_of_vehicles_at_entering': [False, 0, 2]}"
